"user_id","age","gender","education","industry","experimental_condition"
3426,27,"M","College graduate","Liberal Arts and Humanities","Control"
3427,35,"F","Some college","Other","Consensus"
3428,30,"M","College graduate","Liberal Arts and Humanities","Most recent"
3429,27,"F","Some college","Other","Most confident"
3430,24,"F","College graduate","Liberal Arts and Humanities","Control"
3431,44,"F","College graduate","Transportation and Distribution","Consensus"
3432,26,"M","College graduate","Visual and Performing Arts","Most recent"
3433,39,"F","College graduate","Visual and Performing Arts","Most confident"
3434,28,"M","College graduate","Communications and Journalism","Control"
3435,39,"F","College graduate","Education","Consensus"
3436,26,"M","College graduate","Legal","Most recent"
3437,55,"F","College graduate","Physical Sciences","Most confident"
3438,28,"M","","","Control"
3439,54,"F","Some college","Other","Consensus"
3440,32,"F","Post-graduate degree","Education","Most recent"
3441,37,"M","College graduate","Other","Most confident"
3442,50,"F","Some college","Other","Control"
3443,22,"M","Some college","Computer Sciences","Consensus"
3444,50,"F","College graduate","Computer Sciences","Most recent"
3445,32,"F","College graduate","Visual and Performing Arts","Most confident"
3446,50,"M","College graduate","Engineering","Control"
3447,32,"F","Vocational training","Other","Consensus"
3448,68,"F","Post-graduate degree","Legal","Most recent"
3449,44,"F","Some postgraduate work","Education","Most confident"
3450,32,"M","College graduate","Other","Control"
3451,29,"M","Some college","Other","Consensus"
3452,48,"F","Some college","Business","Most recent"
3453,23,"M","College graduate","Medical and Health Professions","Most confident"
3454,28,"M","Post-graduate degree","Education","Control"
3455,66,"F","College graduate","Business","Consensus"
3456,29,"F","College graduate","Medical and Health Professions","Most recent"
3457,30,"F","Some college","Other","Most confident"
3458,34,"M","College graduate","Culinary Arts and Personal Services","Control"
3459,18,"M","High school graduate","Other","Consensus"
3460,45,"F","High school graduate","Education","Most recent"
3461,27,"F","College graduate","Biological and Biomedical Sciences","Most confident"
3462,27,"M","College graduate","Other","Control"
3463,59,"M","Vocational training","Engineering","Consensus"
3464,38,"F","Some postgraduate work","Medical and Health Professions","Most recent"
3465,45,"M","Post-graduate degree","Education","Most confident"
3466,34,"M","College graduate","Computer Sciences","Control"
3467,38,"F","Some college","Business","Consensus"
3468,42,"F","College graduate","Education","Most recent"
3469,40,"F","Some college","Other","Most confident"
3470,26,"F","Post-graduate degree","Medical and Health Professions","Control"
3471,56,"F","High school graduate","Other","Consensus"
3472,32,"F","Some college","Other","Most recent"
3473,57,"F","College graduate","Business","Most confident"
3474,32,"M","Some college","Other","Control"
3475,21,"M","College graduate","Culinary Arts and Personal Services","Consensus"
3476,22,"F","Some high school","Other","Most recent"
3477,55,"F","High school graduate","Other","Most confident"
3478,36,"F","College graduate","Other","Control"
3479,45,"M","College graduate","Liberal Arts and Humanities","Consensus"
3480,42,"F","College graduate","Education","Most recent"
3481,74,"M","Some college","Other","Most confident"
3482,32,"M","Post-graduate degree","Medical and Health Professions","Control"
3483,45,"F","Post-graduate degree","Physical Sciences","Consensus"
3484,29,"M","High school graduate","Other","Most recent"
3485,24,"M","College graduate","Business","Most confident"
3486,51,"F","Some college","Other","Control"
3487,54,"F","Some postgraduate work","Business","Consensus"
3488,23,"F","Vocational training","Medical and Health Professions","Most recent"
3489,61,"F","Post-graduate degree","Legal","Most confident"
3490,34,"F","Post-graduate degree","Psychology","Control"
3491,54,"M","College graduate","Physical Sciences","Consensus"
3492,42,"F","College graduate","Other","Most recent"
3493,32,"M","College graduate","Engineering","Most confident"
3494,24,"F","Some college","Other","Control"
3495,53,"M","Some college","Transportation and Distribution","Consensus"
3496,57,"F","Some college","Other","Most recent"
3497,47,"M","College graduate","Other","Most confident"
3498,32,"M","College graduate","Education","Control"
3499,34,"F","College graduate","Other","Consensus"
3500,36,"F","College graduate","Business","Most recent"
3501,36,"M","Some college","Psychology","Most confident"
3502,51,"F","Vocational training","Medical and Health Professions","Control"
3503,25,"M","Some postgraduate work","Biological and Biomedical Sciences","Consensus"
3504,26,"F","College graduate","Visual and Performing Arts","Most recent"
3505,25,"M","Some college","Computer Sciences","Most confident"
3506,49,"F","Some college","Business","Control"
3507,63,"F","Some college","Legal","Consensus"
3508,34,"F","Post-graduate degree","Visual and Performing Arts","Most recent"
3509,35,"M","College graduate","Physical Sciences","Most confident"
3510,66,"M","Some college","Medical and Health Professions","Control"
3511,33,"F","College graduate","Education","Consensus"
3512,43,"M","Post-graduate degree","Education","Most recent"
3513,51,"F","Some college","Other","Most confident"
3516,27,"F","College graduate","Liberal Arts and Humanities","Most recent"
3517,21,"M","College graduate","Legal","Most confident"
3519,35,"M","Some college","Visual and Performing Arts","Consensus"
3520,26,"F","Some postgraduate work","Legal","Most recent"
3522,49,"F","College graduate","Business","Control"
3523,30,"M","College graduate","Other","Consensus"
3524,51,"F","High school graduate","Other","Most recent"
3525,64,"F","Post-graduate degree","Visual and Performing Arts","Most confident"
3526,29,"F","College graduate","Other","Control"
3527,36,"M","Some college","Other","Consensus"
3528,41,"M","Some postgraduate work","Other","Most recent"
3529,34,"F","College graduate","Engineering","Most confident"
3530,24,"M","High school graduate","Other","Control"
3531,27,"M","Some college","Computer Sciences","Consensus"
3532,25,"M","Some college","Communications and Journalism","Most recent"
3533,33,"M","College graduate","Medical and Health Professions","Most confident"
3534,26,"F","Some college","Other","Control"
3535,32,"F","College graduate","Liberal Arts and Humanities","Consensus"
3536,30,"M","Some college","Other","Most recent"
3537,25,"M","College graduate","Computer Sciences","Most confident"
3538,26,"F","College graduate","Psychology","Control"
3539,55,"F","College graduate","Other","Consensus"
3540,56,"F","College graduate","Computer Sciences","Most recent"
3541,32,"M","Post-graduate degree","Business","Most confident"
3542,30,"M","Some postgraduate work","Medical and Health Professions","Control"
3543,28,"F","Vocational training","Culinary Arts and Personal Services","Consensus"
3544,32,"M","Post-graduate degree","Education","Most recent"
3545,67,"F","Post-graduate degree","Education","Most confident"
3546,43,"M","College graduate","Business","Control"
3547,34,"M","College graduate","Other","Consensus"
3548,22,"M","Some college","Computer Sciences","Most recent"
3549,34,"F","Post-graduate degree","Medical and Health Professions","Most confident"
3550,34,"F","College graduate","Business","Control"
3551,47,"M","Post-graduate degree","Education","Consensus"
3552,29,"F","Some college","Other","Most recent"
3553,50,"F","High school graduate","Other","Most confident"
3554,27,"M","Some college","Medical and Health Professions","Control"
3555,30,"M","High school graduate","Other","Consensus"
3556,41,"F","Some college","Other","Most recent"
3557,31,"M","College graduate","Physical Sciences","Most confident"
3558,48,"F","Some postgraduate work","Business","Control"
3559,26,"M","College graduate","Visual and Performing Arts","Consensus"
3560,29,"F","College graduate","Psychology","Most recent"
3561,25,"F","Some college","Other","Most confident"
3562,28,"F","College graduate","Other","Control"
3563,25,"F","Some postgraduate work","Medical and Health Professions","Consensus"
3564,54,"F","College graduate","Medical and Health Professions","Most recent"
3565,31,"M","College graduate","Business","Most confident"
3566,37,"F","Some college","Other","Control"
3567,47,"F","Some college","Other","Consensus"
3568,52,"M","Some high school","Other","Most recent"
3569,53,"F","College graduate","Other","Most confident"
3570,32,"M","College graduate","Business","Control"
3571,23,"F","College graduate","Liberal Arts and Humanities","Consensus"
3572,46,"M","College graduate","Culinary Arts and Personal Services","Most recent"
3573,27,"F","College graduate","Other","Most confident"
3574,53,"M","Vocational training","Other","Control"
3575,53,"F","College graduate","Visual and Performing Arts","Consensus"
3576,30,"M","Some college","Other","Most recent"
3577,59,"F","Some college","Other","Most confident"
3579,45,"F","College graduate","Business","Consensus"
3580,36,"F","College graduate","Other","Most recent"
3581,33,"M","College graduate","Business","Most confident"
3582,30,"M","Some college","Computer Sciences","Control"
3583,33,"M","Some college","Computer Sciences","Consensus"
3584,25,"M","High school graduate","Other","Most recent"
3585,27,"M","College graduate","Business","Most confident"
3586,41,"F","Some high school","Other","Control"
3587,39,"M","Post-graduate degree","Culinary Arts and Personal Services","Consensus"
3588,26,"M","Some college","Transportation and Distribution","Most recent"
3589,30,"F","College graduate","Computer Sciences","Most confident"
3590,36,"M","Some college","Mechanic and Repair Technologies","Control"
3591,40,"M","College graduate","Communications and Journalism","Consensus"
3592,61,"F","Post-graduate degree","Medical and Health Professions","Most recent"
3593,59,"F","Some college","Other","Most confident"
3594,30,"M","College graduate","Legal","Control"
3595,29,"F","Some college","Business","Consensus"
3598,33,"F","High school graduate","Other","Control"
3599,52,"F","College graduate","Other","Consensus"
3600,33,"M","College graduate","Liberal Arts and Humanities","Most recent"
3601,38,"F","Vocational training","Other","Most confident"
3602,59,"F","Vocational training","Medical and Health Professions","Control"
3603,31,"M","College graduate","Computer Sciences","Consensus"
3604,55,"M","College graduate","Computer Sciences","Most recent"
3605,50,"M","High school graduate","Other","Most confident"
3606,25,"M","College graduate","Other","Control"
3607,26,"M","Some college","Visual and Performing Arts","Consensus"
3608,30,"F","Some college","Other","Most recent"
3609,28,"M","College graduate","Medical and Health Professions","Most confident"
3610,33,"M","College graduate","Education","Control"
3611,22,"M","High school graduate","Transportation and Distribution","Consensus"
3612,33,"M","Some college","Other","Most recent"
3613,31,"F","College graduate","Business","Most recent"
3614,39,"F","Some college","Other","Most confident"
3615,29,"M","Some college","Engineering","Control"
3616,28,"M","College graduate","Other","Consensus"
3617,41,"F","College graduate","Liberal Arts and Humanities","Most recent"
3618,30,"M","College graduate","Other","Most confident"
3619,24,"M","Some college","Computer Sciences","Control"
3620,26,"M","Some college","Culinary Arts and Personal Services","Consensus"
3621,23,"F","Post-graduate degree","Legal","Most recent"
3623,33,"M","College graduate","Computer Sciences","Control"
3624,27,"F","Post-graduate degree","Liberal Arts and Humanities","Consensus"
3625,30,"M","Some college","Business","Most recent"
3626,37,"F","Some college","Liberal Arts and Humanities","Most confident"
3627,58,"F","College graduate","Communications and Journalism","Control"
3628,21,"M","Vocational training","Computer Sciences","Consensus"
3629,33,"M","College graduate","Education","Most recent"
3630,55,"F","Post-graduate degree","Education","Most confident"
3631,61,"F","Some college","Other","Control"
3632,51,"F","College graduate","Business","Consensus"
3633,32,"F","Some college","Education","Most recent"
3634,44,"M","College graduate","Liberal Arts and Humanities","Most confident"
3635,46,"M","Some postgraduate work","Computer Sciences","Control"
3637,49,"M","Some postgraduate work","Liberal Arts and Humanities","Most recent"
3638,48,"M","College graduate","Business","Most confident"
3639,68,"F","High school graduate","Other","Control"
3640,28,"M","High school graduate","Other","Consensus"
3642,37,"M","College graduate","Business","Most confident"
3643,30,"M","College graduate","Education","Control"
3644,29,"M","Post-graduate degree","Psychology","Consensus"
3645,30,"F","High school graduate","Other","Most recent"
3646,26,"M","College graduate","Business","Most confident"
3647,20,"M","Some college","Other","Control"
3648,28,"M","Some college","Computer Sciences","Consensus"
3649,35,"M","High school graduate","Mechanic and Repair Technologies","Most recent"
3650,33,"F","College graduate","Liberal Arts and Humanities","Most confident"
3651,0,"","Some college","","Control"
3652,33,"F","College graduate","Other","Consensus"
3653,38,"F","Post-graduate degree","Education","Most recent"
3654,28,"M","High school graduate","Other","Most confident"
3655,23,"F","Some college","Other","Control"
3656,32,"F","College graduate","Business","Consensus"
3657,41,"F","College graduate","Business","Most recent"
3658,53,"M","Some college","Business","Most confident"
3659,42,"F","Some college","Culinary Arts and Personal Services","Control"
3660,29,"M","Some college","Physical Sciences","Consensus"
3661,44,"F","Some college","Other","Most recent"
3662,24,"M","Some college","Engineering","Most confident"
3663,29,"F","Some postgraduate work","Medical and Health Professions","Control"
3664,35,"F","Some college","Other","Consensus"
3665,23,"M","College graduate","Engineering","Most recent"
3666,27,"F","College graduate","Other","Most confident"
3667,40,"M","College graduate","Business","Control"
3668,31,"F","High school graduate","Other","Consensus"
3669,31,"F","College graduate","Other","Most recent"
3670,27,"M","College graduate","Business","Most confident"
3671,22,"M","College graduate","Medical and Health Professions","Control"
3672,60,"F","Vocational training","Culinary Arts and Personal Services","Consensus"
3673,33,"M","College graduate","Liberal Arts and Humanities","Most recent"
3674,34,"F","College graduate","Education","Most confident"
3675,49,"F","Some college","Education","Control"
3676,27,"F","Some college","Visual and Performing Arts","Consensus"
3677,26,"M","Some college","Transportation and Distribution","Most recent"
3678,28,"M","Some college","Other","Most confident"
3679,23,"M","High school graduate","Transportation and Distribution","Control"
3680,54,"F","High school graduate","Business","Consensus"
3681,21,"M","College graduate","Business","Most recent"
3682,25,"F","College graduate","Liberal Arts and Humanities","Most confident"
3683,47,"F","High school graduate","Other","Control"
3684,50,"F","Some college","Other","Consensus"
3685,47,"F","College graduate","Medical and Health Professions","Most recent"
3686,44,"F","College graduate","Medical and Health Professions","Most confident"
3687,26,"F","College graduate","Other","Control"
3688,41,"F","Some postgraduate work","Other","Consensus"
3689,42,"M","College graduate","Other","Most recent"
3690,24,"M","High school graduate","Computer Sciences","Most confident"
3692,35,"M","Post-graduate degree","Engineering","Consensus"
3693,65,"F","High school graduate","Other","Most recent"
3694,22,"F","Some college","Psychology","Most confident"
3696,27,"F","Post-graduate degree","Biological and Biomedical Sciences","Consensus"
3697,50,"M","Some college","Transportation and Distribution","Most recent"
3698,28,"M","Some college","Mechanic and Repair Technologies","Most confident"
3699,50,"M","Post-graduate degree","Education","Control"
3700,37,"F","Some college","Transportation and Distribution","Consensus"
3702,21,"F","Some college","Medical and Health Professions","Most confident"
3703,42,"F","College graduate","Business","Control"
3704,43,"F","Some college","Other","Consensus"
3705,44,"F","Some college","Culinary Arts and Personal Services","Most recent"
3706,51,"M","College graduate","Other","Most confident"
3707,28,"F","Post-graduate degree","Liberal Arts and Humanities","Control"
3708,56,"M","Some college","Culinary Arts and Personal Services","Consensus"
3709,30,"F","Some college","Culinary Arts and Personal Services","Most recent"
3710,29,"M","College graduate","Business","Most confident"
3711,29,"F","Post-graduate degree","Other","Control"
3713,37,"M","Post-graduate degree","Business","Most recent"
3716,27,"M","Some college","Computer Sciences","Consensus"
3717,57,"M","Some postgraduate work","Business","Most recent"
3718,24,"M","Post-graduate degree","Biological and Biomedical Sciences","Most confident"
3719,31,"M","Post-graduate degree","Legal","Control"
3720,29,"F","Some postgraduate work","Psychology","Consensus"
3721,40,"F","College graduate","Other","Most recent"
3722,35,"F","Some college","Other","Most confident"
3723,25,"M","College graduate","Engineering","Control"
3724,36,"M","Some college","Other","Consensus"
3725,40,"F","High school graduate","Other","Most recent"
3726,46,"M","Some college","Culinary Arts and Personal Services","Most confident"
3727,39,"M","College graduate","Computer Sciences","Control"
3728,19,"M","Some college","Business","Consensus"
3729,24,"M","Some college","Business","Most recent"
3730,25,"F","Some college","Other","Most confident"
3731,32,"F","Vocational training","Education","Control"
3732,31,"M","College graduate","Liberal Arts and Humanities","Consensus"
3734,30,"M","Some college","Other","Most confident"
3735,57,"F","Some college","Business","Control"
3736,26,"M","Some college","Liberal Arts and Humanities","Consensus"
3737,33,"F","Some college","Other","Most recent"
3738,37,"F","College graduate","Business","Most confident"
3739,34,"F","High school graduate","Transportation and Distribution","Control"
3740,50,"M","Vocational training","Transportation and Distribution","Consensus"
3741,64,"M","Post-graduate degree","Physical Sciences","Most recent"
3742,22,"M","Some college","Computer Sciences","Most confident"
3743,27,"M","College graduate","Engineering","Control"
3744,24,"F","College graduate","Communications and Journalism","Consensus"
3745,52,"F","College graduate","Business","Most recent"
3746,28,"F","Some college","Other","Most confident"
3747,30,"F","College graduate","Other","Control"
3748,26,"M","College graduate","Education","Consensus"
3749,19,"M","High school graduate","Other","Most recent"
3750,26,"M","College graduate","Education","Most confident"
3751,42,"F","Post-graduate degree","Psychology","Control"
3752,34,"F","High school graduate","Culinary Arts and Personal Services","Consensus"
3753,32,"F","College graduate","Computer Sciences","Most recent"
3754,36,"F","Vocational training","Other","Most confident"
3755,53,"M","Post-graduate degree","Engineering","Control"
3756,37,"M","Some college","Engineering","Consensus"
3757,33,"M","Some college","Other","Most recent"
3758,38,"F","High school graduate","Other","Most confident"
3759,56,"M","Some college","Other","Control"
3760,28,"F","College graduate","Visual and Performing Arts","Consensus"
3761,25,"M","College graduate","Business","Most recent"
3762,31,"F","Vocational training","Other","Most confident"
3763,59,"F","Vocational training","Business","Control"
3765,47,"F","Some college","Other","Most recent"
3766,35,"M","College graduate","Liberal Arts and Humanities","Most confident"
3767,30,"F","College graduate","Business","Control"
3768,44,"F","Some college","Other","Consensus"
3770,56,"F","College graduate","Liberal Arts and Humanities","Most confident"
3771,30,"M","Post-graduate degree","Medical and Health Professions","Control"
3772,38,"F","Post-graduate degree","Business","Consensus"
3773,25,"M","High school graduate","Transportation and Distribution","Most recent"
3774,33,"F","College graduate","Business","Most confident"
3775,43,"F","College graduate","Business","Control"
3776,35,"M","College graduate","Liberal Arts and Humanities","Consensus"
3777,29,"M","Some college","Computer Sciences","Most recent"
3778,64,"F","Some college","Other","Most confident"
3779,44,"F","College graduate","Computer Sciences","Control"
3780,40,"F","High school graduate","Other","Consensus"
3781,33,"F","College graduate","Engineering","Most recent"
3783,50,"F","College graduate","Medical and Health Professions","Control"
3785,40,"M","High school graduate","Mechanic and Repair Technologies","Most recent"
3786,20,"M","Some college","Engineering","Most confident"
3788,27,"F","Post-graduate degree","Other","Consensus"
3789,36,"F","Some postgraduate work","Other","Most recent"
3790,23,"M","Some college","Other","Most confident"
3791,33,"M","College graduate","Communications and Journalism","Control"
3792,30,"F","College graduate","Visual and Performing Arts","Consensus"
3793,53,"F","Post-graduate degree","Biological and Biomedical Sciences","Most recent"
3794,37,"F","Some college","Business","Most confident"
3795,38,"F","High school graduate","Other","Control"
3796,26,"M","College graduate","Other","Consensus"
3797,30,"M","Some college","Culinary Arts and Personal Services","Most recent"
3798,37,"M","College graduate","Computer Sciences","Most confident"
3799,32,"F","Vocational training","Other","Control"
3801,38,"F","College graduate","Agriculture","Most recent"
3803,23,"F","College graduate","Architecture","Control"
3804,24,"F","Some college","Education","Consensus"
3805,24,"F","Some college","Visual and Performing Arts","Most recent"
3806,52,"F","Some college","Other","Most confident"
3807,19,"M","High school graduate","Computer Sciences","Control"
3808,50,"M","Some college","Mechanic and Repair Technologies","Consensus"
3810,25,"F","College graduate","Other","Most confident"
3811,0,"","","","Control"
3812,36,"F","Some college","Other","Consensus"
3815,23,"F","College graduate","Medical and Health Professions","Control"
3816,45,"F","High school graduate","Other","Consensus"
3817,31,"M","College graduate","Computer Sciences","Most recent"
3818,49,"F","Post-graduate degree","Legal","Most confident"
3819,29,"F","High school graduate","Other","Control"
3820,26,"M","Some college","Computer Sciences","Consensus"
3821,29,"F","College graduate","Medical and Health Professions","Most recent"
3822,29,"F","College graduate","Other","Most confident"
3823,23,"F","Some college","Other","Control"
3824,60,"F","College graduate","Education","Consensus"
3825,49,"F","Some college","Other","Most recent"
3826,25,"F","College graduate","Other","Most confident"
3828,52,"F","High school graduate","Architecture","Consensus"
3829,31,"M","Post-graduate degree","Agriculture","Most recent"
3830,34,"F","Post-graduate degree","Business","Most confident"
3831,19,"M","Vocational training","Other","Control"
3832,33,"M","Some college","Other","Consensus"
3833,27,"F","College graduate","Other","Most recent"
3834,31,"M","Post-graduate degree","Education","Most confident"
3835,20,"F","Some college","Computer Sciences","Control"
3836,35,"M","Some college","Agriculture","Consensus"
3838,25,"F","Some college","Legal","Most confident"
3839,20,"M","Some college","Computer Sciences","Control"
3840,25,"M","High school graduate","Business","Consensus"
3841,26,"F","Some college","Psychology","Most recent"
3842,42,"F","Post-graduate degree","Medical and Health Professions","Most confident"
3843,44,"M","College graduate","Other","Control"
3844,34,"M","Some postgraduate work","Business","Consensus"
3845,35,"F","Some college","Culinary Arts and Personal Services","Most recent"
3846,0,"","","","Most confident"
3847,26,"M","College graduate","Psychology","Control"
3849,43,"M","Post-graduate degree","Liberal Arts and Humanities","Most recent"
3851,18,"M","Some college","Biological and Biomedical Sciences","Control"
3852,31,"M","College graduate","Other","Consensus"
3853,30,"M","Some college","Other","Most recent"
3854,23,"M","College graduate","Computer Sciences","Most confident"
3855,64,"F","Some college","Business","Control"
3856,39,"M","Some college","Other","Consensus"
3857,52,"M","High school graduate","Transportation and Distribution","Most recent"
3858,34,"F","Post-graduate degree","Medical and Health Professions","Most confident"
3859,39,"M","Post-graduate degree","Education","Control"
3860,32,"F","Post-graduate degree","Other","Consensus"
3861,30,"F","College graduate","Other","Most recent"
3862,22,"M","Some college","Education","Most confident"
3863,23,"M","College graduate","Education","Control"
3864,24,"M","College graduate","Computer Sciences","Consensus"
3865,25,"M","Some college","Medical and Health Professions","Most recent"
3866,49,"M","College graduate","Engineering","Most confident"
3867,33,"M","College graduate","Biological and Biomedical Sciences","Control"
3868,51,"F","College graduate","Other","Consensus"
3869,41,"F","High school graduate","Other","Most recent"
3871,41,"M","Post-graduate degree","Computer Sciences","Control"
3872,42,"M","College graduate","Medical and Health Professions","Consensus"
3873,49,"F","Vocational training","Other","Most recent"
3874,54,"M","Post-graduate degree","Engineering","Most confident"
3876,39,"F","Some college","Other","Consensus"
3879,55,"F","Post-graduate degree","Education","Control"
3880,28,"F","Some college","Computer Sciences","Consensus"
3881,25,"M","College graduate","Computer Sciences","Most recent"
3882,43,"F","Post-graduate degree","Business","Most confident"
3883,41,"M","Some postgraduate work","Education","Control"
3884,33,"M","College graduate","Business","Consensus"
3885,35,"M","College graduate","Business","Most recent"
3887,50,"F","College graduate","Business","Control"
3888,36,"M","High school graduate","Biological and Biomedical Sciences","Consensus"
3889,37,"F","College graduate","Communications and Journalism","Most recent"
3890,29,"M","College graduate","Computer Sciences","Most confident"
3891,56,"F","College graduate","Psychology","Control"
3892,38,"M","Post-graduate degree","Engineering","Consensus"
3893,70,"F","Post-graduate degree","Communications and Journalism","Most recent"
3894,39,"M","College graduate","Business","Most confident"
3895,41,"M","Vocational training","Other","Control"
3896,32,"M","Post-graduate degree","Education","Consensus"
3897,29,"M","Vocational training","Transportation and Distribution","Most recent"
3898,42,"M","College graduate","Other","Most confident"
3899,54,"F","Some college","Other","Control"
3900,44,"F","College graduate","Business","Consensus"
3901,57,"F","College graduate","Business","Most recent"
3902,35,"M","Some college","Culinary Arts and Personal Services","Most confident"
3903,48,"F","Some postgraduate work","Medical and Health Professions","Control"
3904,33,"M","Some college","Computer Sciences","Consensus"
3905,42,"M","Post-graduate degree","Medical and Health Professions","Most recent"
3906,70,"F","College graduate","Other","Most confident"
3907,47,"F","Vocational training","Computer Sciences","Control"
3908,39,"M","College graduate","Business","Consensus"
3909,34,"M","Post-graduate degree","Business","Most recent"
3910,30,"M","Some college","Medical and Health Professions","Most confident"
3911,33,"F","Vocational training","Other","Control"
3912,27,"M","Post-graduate degree","Other","Consensus"
3913,36,"M","College graduate","Business","Most recent"
3914,30,"M","College graduate","Medical and Health Professions","Most confident"
3915,34,"M","Post-graduate degree","Business","Control"
3916,26,"M","College graduate","Business","Consensus"
3917,31,"F","Some college","Education","Most recent"
3918,59,"F","College graduate","Business","Most confident"
3919,32,"F","Post-graduate degree","Education","Control"
3920,32,"F","Post-graduate degree","Psychology","Consensus"
3921,32,"F","Post-graduate degree","Education","Most recent"
3922,58,"F","College graduate","Medical and Health Professions","Most confident"
3923,49,"F","College graduate","Business","Control"
3924,22,"M","College graduate","Business","Consensus"
3925,48,"F","Some college","Other","Most recent"
3926,33,"F","College graduate","Education","Most confident"
3927,49,"F","Some college","Other","Control"
3928,32,"F","Vocational training","Other","Consensus"
3930,41,"F","High school graduate","Other","Most confident"
3931,25,"F","College graduate","Computer Sciences","Control"
3932,39,"M","Some college","Other","Consensus"
3933,63,"F","Vocational training","Engineering","Most recent"
3934,31,"F","Some college","Medical and Health Professions","Most confident"
3935,37,"F","Some college","Visual and Performing Arts","Control"
3936,50,"F","High school graduate","Other","Consensus"
3937,29,"M","College graduate","Engineering","Most recent"
3938,36,"M","College graduate","Communications and Journalism","Most confident"
3939,30,"F","Post-graduate degree","Business","Control"
3940,41,"F","Some college","Other","Consensus"
3941,54,"F","High school graduate","Other","Most recent"
3942,26,"M","Some college","Computer Sciences","Most confident"
3943,61,"F","College graduate","Liberal Arts and Humanities","Control"
3944,32,"F","Post-graduate degree","Medical and Health Professions","Consensus"
3945,0,"","","","Most recent"
3947,26,"M","Some postgraduate work","Business","Control"
3948,26,"M","Vocational training","Other","Consensus"
3949,34,"F","College graduate","Education","Most recent"
3951,29,"F","College graduate","Communications and Journalism","Control"
3952,32,"M","College graduate","Computer Sciences","Consensus"
3953,31,"F","Some college","Medical and Health Professions","Most recent"
3954,64,"F","Post-graduate degree","Liberal Arts and Humanities","Most confident"
3955,42,"F","College graduate","Culinary Arts and Personal Services","Control"
3956,45,"F","Some college","Other","Consensus"
3957,44,"F","Vocational training","Other","Most recent"
3958,42,"F","College graduate","Other","Most confident"
3959,32,"M","College graduate","Business","Control"
3960,36,"F","College graduate","Other","Consensus"
3961,54,"M","High school graduate","Other","Most recent"
3966,46,"M","College graduate","Business","Most confident"
3967,67,"F","College graduate","Legal","Control"
3968,55,"F","Some postgraduate work","Psychology","Consensus"
3969,46,"F","College graduate","Medical and Health Professions","Most recent"
3971,27,"M","High school graduate","Transportation and Distribution","Control"
3972,24,"F","Some college","Other","Consensus"
3973,38,"F","College graduate","Physical Sciences","Most recent"
3974,24,"F","College graduate","Other","Most confident"
3975,33,"F","College graduate","Other","Control"
3976,52,"F","Post-graduate degree","Legal","Consensus"
3977,45,"M","Vocational training","Other","Most recent"
3978,52,"F","College graduate","Liberal Arts and Humanities","Most confident"
3979,37,"F","College graduate","Computer Sciences","Control"
3980,29,"F","Some college","Medical and Health Professions","Consensus"
3981,25,"M","College graduate","Medical and Health Professions","Most recent"
3982,34,"F","College graduate","Physical Sciences","Most confident"
3983,34,"F","Some college","Medical and Health Professions","Control"
3984,27,"F","Some college","Other","Consensus"
3985,48,"F","High school graduate","Other","Most recent"
3986,30,"M","High school graduate","Legal","Most confident"
3987,30,"F","Post-graduate degree","Education","Control"
3989,39,"M","College graduate","Business","Most recent"
3990,54,"F","Vocational training","Business","Most confident"
3991,35,"M","Some college","Culinary Arts and Personal Services","Control"
3992,36,"F","Vocational training","Medical and Health Professions","Consensus"
3994,22,"F","Some college","Liberal Arts and Humanities","Most confident"
3995,24,"F","College graduate","Liberal Arts and Humanities","Control"
3996,26,"M","Some college","Visual and Performing Arts","Consensus"
3997,43,"F","Some college","Other","Most recent"
3998,27,"M","College graduate","Other","Most confident"
3999,41,"M","Some college","Computer Sciences","Control"
4000,19,"F","Some college","Visual and Performing Arts","Consensus"
4001,21,"M","Some college","Computer Sciences","Most recent"
4002,48,"F","Some postgraduate work","Liberal Arts and Humanities","Most confident"
4003,47,"M","College graduate","Communications and Journalism","Control"
4004,28,"F","College graduate","Computer Sciences","Consensus"
4005,26,"M","High school graduate","Other","Most recent"
4006,29,"M","Post-graduate degree","Computer Sciences","Most confident"
4007,34,"M","Vocational training","Computer Sciences","Control"
4008,30,"M","College graduate","Liberal Arts and Humanities","Consensus"
4009,63,"F","Some college","Other","Most recent"
4010,36,"F","Some college","Computer Sciences","Most confident"
4011,33,"M","College graduate","Computer Sciences","Control"
4012,48,"M","High school graduate","Other","Consensus"
4013,27,"M","College graduate","Business","Most recent"
4014,40,"M","College graduate","Business","Most confident"
4015,51,"M","Some college","Other","Control"
4016,52,"M","Some college","Education","Consensus"
4019,51,"M","Vocational training","Other","Control"
4020,33,"F","Post-graduate degree","Biological and Biomedical Sciences","Consensus"
4021,50,"M","Vocational training","Computer Sciences","Most recent"
4022,30,"M","College graduate","Business","Most confident"
4023,28,"M","Some college","Other","Control"
4024,62,"F","Vocational training","Medical and Health Professions","Consensus"
4025,57,"F","College graduate","Agriculture","Most recent"
4026,30,"M","Some college","Computer Sciences","Most confident"
4027,39,"F","Some college","Medical and Health Professions","Control"
4028,32,"F","College graduate","Legal","Consensus"
4029,40,"M","High school graduate","Engineering","Most recent"
4030,23,"M","Vocational training","Visual and Performing Arts","Most confident"
4031,25,"M","College graduate","Physical Sciences","Control"
4032,65,"F","High school graduate","Medical and Health Professions","Consensus"
